"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home",
"0500000US01003","Baldwin County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01015","Calhoun County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01043","Cullman County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01049","DeKalb County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01051","Elmore County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01055","Etowah County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01069","Houston County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01073","Jefferson County, Alabama","301108","6849","276942","7264","252193","8107","24749","3315","19853","2758","3432","1263","744","508","90","111","630","518","2214","877","2214","877","0","206","0","206","0","206","0","206","308","279","327","358","518","349","5198","1533","4449","1165","11152","2305",
"0500000US01077","Lauderdale County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01081","Lee County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01083","Limestone County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01089","Madison County, Alabama","186891","4604","171971","5244","159097","5604","12874","2300","9000","1730","1688","909","988","589","1066","1065","132","164","357","302","357","302","0","206","0","206","0","206","0","206","258","397","199","234","138","166","1984","768","1821","1180","10163","2128",
"0500000US01095","Marshall County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01097","Mobile County, Alabama","175686","5190","162533","4833","149146","4734","13387","2393","10867","2268","1291","588","504","396","218","221","507","431","860","445","797","406","0","206","63","109","0","206","0","206","203","198","28","47","506","722","1603","719","1942","703","8011","1838",
"0500000US01101","Montgomery County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01103","Morgan County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01115","St. Clair County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01117","Shelby County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01121","Talladega County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01125","Tuscaloosa County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01127","Walker County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US02020","Anchorage Municipality, Alaska","148924","4139","135411","4194","119166","4603","16245","3010","12906","2693","2870","1391","412","305","57","95","0","163","1434","923","1434","923","0","163","0","163","0","163","0","163","456","292","138","188","818","428","2356","1010","3122","1367","5189","1258",
"0500000US02090","Fairbanks North Star Borough, Alaska","49999","2221","45012","2080","36170","2139","8842","1839","7735","1875","766","399","187","187","154","228","0","163","547","436","547","436","0","163","0","163","0","163","0","163","50","88","45","81","390","333","1379","558","726","487","1850","793",
"0500000US02170","Matanuska-Susitna Borough, Alaska","45321","2057","38027","1927","32805","1916","5222","994","4321","955","568","384","137","125","50","49","146","122","356","289","356","289","0","163","0","163","0","163","0","163","50","88","33","55","242","240","934","442","2794","694","2885","679",
"0500000US04001","Apache County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US04003","Cochise County, Arizona","47946","2437","42952","2490","38069","2391","4883","1069","3211","864","568","400","725","489","57","95","322","287","134","127","134","127","0","218","0","218","0","218","0","218","0","218","189","176","82","101","1251","521","174","169","3164","875",
"0500000US04005","Coconino County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US04013","Maricopa County, Arizona","2166639","14486","1861526","15818","1631675","18414","229851","11822","172440","9778","33399","3910","12483","2576","7096","1767","4433","1171","42488","4739","35421","4331","917","683","843","909","5247","1167","60","98","4649","1397","7268","1357","14690","2620","33701","3938","30217","3473","172100","8091",
"0500000US04015","Mohave County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US04017","Navajo County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US04019","Pima County, Arizona","462246","6127","397766","7107","353553","7476","44213","4015","31738","4087","8238","1983","2653","851","1141","536","443","311","7551","1738","7440","1738","0","218","0","218","111","102","0","218","570","454","1571","559","6228","1499","11660","2041","5123","1617","31777","3295",
"0500000US04021","Pinal County, Arizona","175068","6652","155692","6291","134273","6432","21419","4068","13930","2958","4233","1822","2167","1104","433","396","656","557","437","272","437","272","0","218","0","218","0","218","0","218","141","167","782","421","1608","991","1739","643","1697","720","12972","2494",
"0500000US04025","Yavapai County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US04027","Yuma County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05007","Benton County, Arkansas","134011","3675","124329","3916","111258","4220","13071","2655","9090","2058","2611","959","824","626","546","407","0","206","222","263","76","91","146","247","0","206","0","206","0","206","0","206","251","204","744","380","1131","600","174","178","7160","1690",
"0500000US05031","Craighead County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05045","Faulkner County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05051","Garland County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05069","Jefferson County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05085","Lonoke County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05119","Pulaski County, Arkansas","185813","4881","170870","5273","152871","5398","17999","3243","12128","2740","3805","1453","852","483","630","497","584","452","1993","1044","1993","1044","0","206","0","206","0","206","0","206","0","206","307","205","350","338","3706","1324","1804","1079","6783","1351",
"0500000US05125","Saline County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05131","Sebastian County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05143","Washington County, Arkansas","112076","4403","103517","4288","88870","4297","14647","2815","10217","2459","3842","1705","252","228","201","231","135","211","827","409","602","404","114","192","0","206","0","206","111","184","0","206","74","129","375","230","2055","1468","851","571","4377","1105",
"0500000US05145","White County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US06001","Alameda County, California","812004","10648","564704","10743","492931","10376","71773","4867","53276","4490","12609","2239","4384","1483","782","478","722","441","143362","5926","39892","3752","82262","5676","13309","1665","2516","906","5383","1167","3671","1870","3016","682","14530","1972","23056","2615","6430","1226","53235","3256",
"0500000US06007","Butte County, California","93159","3709","80408","3595","70968","3553","9440","1811","6828","1625","1414","521","1055","614","46","105","97","163","821","547","775","537","0","216","46","75","0","216","0","216","498","558","346","397","1989","902","3005","936","770","563","5322","1357",
"0500000US06013","Contra Costa County, California","559646","7121","436382","7998","380290","7760","56092","4997","40010","4001","10694","2099","2441","1176","1833","1093","1114","600","63846","4543","11177","2127","38318","3884","11860","1701","2064","807","427","286","1770","1068","1630","599","2838","734","9329","3317","4877","1847","38974","3917",
"0500000US06017","El Dorado County, California","87829","3069","77005","3360","68028","3603","8977","1834","6842","1693","1155","564","518","401","199","254","263","310","476","322","434","315","0","216","0","216","42","72","0","216","38","65","0","216","822","632","1331","715","925","429","7232","1360",
"0500000US06019","Fresno County, California","401105","8065","364344","7655","313373","9098","50971","4444","34414","3523","9939","2272","3843","1406","1869","995","906","518","4150","1138","3980","1048","14","34","0","216","156","262","0","216","1074","824","862","591","1010","529","5652","1265","2530","1013","21483","2606",
"0500000US06023","Humboldt County, California","62360","3246","51818","3287","43223","3174","8595","1959","6434","1990","1625","759","277","276","0","216","259","241","418","329","354","329","64","77","0","216","0","216","0","216","0","216","311","417","545","517","3866","1097","624","387","4778","1514",
"0500000US06025","Imperial County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US06029","Kern County, California","347891","6600","325901","6680","283230","7496","42671","4096","29458","3530","8064","2150","2489","1341","1835","1229","825","433","3546","1295","3387","1293","0","216","0","216","0","216","159","201","42","71","432","312","627","387","2107","714","2950","1459","12286","2596",
"0500000US06031","Kings County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US06033","Lake County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US06037","Los Angeles County, California","4931598","16610","4103368","19620","3643466","19815","459902","11905","347986","9958","67451","4650","23249","2611","12611","1741","8605","1513","281544","9475","225162","9017","31356","2830","10979","1734","10845","1556","3202","1202","21637","3034","8754","1480","34494","3771","129252","6873","62886","5183","289663","9908",
"0500000US06039","Madera County, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US06041","Marin County, California","128119","3688","89313","4183","76934","3996","12379","2532","10359","2426","890","613","322","345","700","409","108","149","13964","2155","8107","1489","0","216","341","343","82","133","5434","1524","0","216","66","97","827","362","4466","1544","1599","805","17884","2531",
